routing,ts,conn_id,client,client_ip,server,server_ip,method,url,port,status_code,response_time_ms,bytes_transferred,keep_alive,user_agent,tls
l2_learn,1785385528.1237254,69,home1,10.9.0.1,root1,10.1.0.1,GET,/index.html,80,200,2260.96,100,True,Mozilla/5.0,False
l2_learn,1785385533.3021214,70,corp1,10.7.0.1,origin,10.5.0.1,GET,/index.html,80,200,3884.02,100,True,python-requests/2.31,False
l2_learn,1785385535.2180903,71,home2,10.9.0.2,cdn1,10.4.0.1,GET,/medium.bin,80,200,1327.13,51200,True,curl/8.0,True
l2_learn,1785385536.1780963,72,mob2,10.8.0.2,origin,10.5.0.1,GET,/index.html,80,200,539.98,100,False,Mozilla/5.0,False
l2_learn,1785385540.5064745,73,home1,10.9.0.1,cdn2,10.4.0.2,GET,/large.bin,80,200,3911.86,204800,False,Chrome/125,True
l2_learn,1785385542.329488,74,corp2,10.7.0.2,root1,10.1.0.1,GET,/index.html,80,200,1507.12,100,False,python-requests/2.31,False
l2_learn,1785385551.5582943,75,home2,10.9.0.2,isp_gw,10.2.0.1,POST,/medium.bin,80,200,7471.68,51200,False,Chrome/125,True
l2_learn,1785385554.3181074,76,corp1,10.7.0.1,cdn2,10.4.0.2,GET,/medium.bin,80,404,2278.92,51200,True,Mozilla/5.0,False
l2_learn,1785385555.4336245,77,home1,10.9.0.1,origin,10.5.0.1,GET,/index.html,80,200,226.5,100,True,curl/8.0,False
l2_learn,1785385563.3269382,78,mob1,10.8.0.1,cdn1,10.4.0.1,POST,/large.bin,80,301,6344.66,204800,True,python-requests/2.31,True
l2_learn,1785385565.3937628,79,mob1,10.8.0.1,origin,10.5.0.1,GET,/large.bin,80,304,870.81,204800,True,Chrome/125,True
l2_learn,1785385566.8778582,80,corp1,10.7.0.1,origin,10.5.0.1,GET,/small.bin,80,200,126.09,5120,True,Chrome/125,True
l2_learn,1785385567.4055588,81,corp1,10.7.0.1,cdn2,10.4.0.2,GET,/index.html,80,200,138.09,100,False,Mozilla/5.0,False
l2_learn,1785385568.794293,82,home1,10.9.0.1,cdn2,10.4.0.2,GET,/index.html,80,200,196.19,100,True,python-requests/2.31,False
l2_learn,1785385570.8428106,83,home1,10.9.0.1,isp_gw,10.2.0.1,GET,/large.bin,80,200,572.57,204800,False,curl/8.0,False
l2_learn,1785385573.6470144,84,corp1,10.7.0.1,cdn1,10.4.0.1,GET,/large.bin,80,200,2151.02,204800,False,python-requests/2.31,False
l2_learn,1785385574.611017,85,corp2,10.7.0.2,origin,10.5.0.1,GET,/index.html,80,200,0.01,100,False,python-requests/2.31,False
l2_learn,1785385575.8210278,86,corp1,10.7.0.1,origin,10.5.0.1,GET,/large.bin,80,200,0.01,204800,True,curl/8.0,False
l2_learn,1785385578.2461886,87,mob2,10.8.0.2,origin,10.5.0.1,GET,/index.html,80,500,1063.51,100,True,Chrome/125,False
l2_learn,1785385579.4698544,88,home1,10.9.0.1,isp_gw,10.2.0.1,GET,/medium.bin,80,404,574.83,51200,False,Mozilla/5.0,False
l2_learn,1785385580.5661223,89,corp2,10.7.0.2,cdn1,10.4.0.1,GET,/medium.bin,80,200,295.16,51200,True,python-requests/2.31,True
l2_learn,1785385583.1223283,90,mob2,10.8.0.2,origin,10.5.0.1,POST,/medium.bin,80,404,1659.46,51200,True,python-requests/2.31,True
l2_learn,1785385583.9265876,91,corp1,10.7.0.1,isp_gw,10.2.0.1,GET,/index.html,80,200,57.64,100,False,curl/8.0,False
l2_learn,1785385588.4600842,92,mob2,10.8.0.2,root1,10.1.0.1,POST,/medium.bin,80,304,3137.07,51200,True,python-requests/2.31,True
l2_learn,1785385589.2276976,93,home2,10.9.0.2,origin,10.5.0.1,POST,/large.bin,80,200,0.01,204800,True,python-requests/2.31,False
l2_learn,1785385590.218209,94,corp1,10.7.0.1,isp_gw,10.2.0.1,GET,/medium.bin,80,200,0.01,51200,True,curl/8.0,False
l2_learn,1785385590.924806,95,corp2,10.7.0.2,isp_gw,10.2.0.1,GET,/index.html,80,200,84.12,100,True,python-requests/2.31,False
l2_learn,1785385591.9941478,96,mob1,10.8.0.1,isp_gw,10.2.0.1,GET,/index.html,80,200,203.33,100,False,python-requests/2.31,False
l2_learn,1785385593.575156,97,home1,10.9.0.1,origin,10.5.0.1,GET,/medium.bin,80,200,432.84,51200,True,Chrome/125,True
l2_learn,1785385595.245426,98,mob1,10.8.0.1,isp_gw,10.2.0.1,GET,/medium.bin,80,200,395.31,51200,True,curl/8.0,False
l2_learn,1785385598.3713644,99,corp1,10.7.0.1,isp_gw,10.2.0.1,POST,/index.html,80,200,1699.5,100,True,Mozilla/5.0,False
l2_learn,1785385599.4205806,100,corp1,10.7.0.1,origin,10.5.0.1,GET,/large.bin,80,200,236.92,204800,False,Mozilla/5.0,False
l2_learn,1785385601.969869,101,mob1,10.8.0.1,origin,10.5.0.1,POST,/index.html,80,200,1613.27,100,False,Mozilla/5.0,False
l2_learn,1785385603.3202474,102,corp2,10.7.0.2,cdn1,10.4.0.1,GET,/large.bin,80,200,416.09,204800,True,Mozilla/5.0,True
l2_learn,1785385605.4466531,103,home2,10.9.0.2,isp_gw,10.2.0.1,GET,/medium.bin,80,200,821.38,51200,True,Chrome/125,False
l2_learn,1785385607.934801,104,mob2,10.8.0.2,origin,10.5.0.1,GET,/large.bin,80,200,1292.69,204800,False,python-requests/2.31,True
l2_learn,1785385610.502772,105,corp1,10.7.0.1,cdn1,10.4.0.1,POST,/small.bin,80,200,1291.18,5120,True,python-requests/2.31,True
l2_learn,1785385612.0105798,106,corp2,10.7.0.2,root1,10.1.0.1,GET,/large.bin,80,200,275.2,204800,True,Mozilla/5.0,True
l2_learn,1785385613.2125096,107,home2,10.9.0.2,cdn2,10.4.0.2,GET,/large.bin,80,200,879.99,204800,False,Mozilla/5.0,False
l2_learn,1785385614.8289518,108,home1,10.9.0.1,cdn1,10.4.0.1,GET,/index.html,80,404,189.67,100,False,Mozilla/5.0,False
l2_learn,1785385616.1627111,109,mob1,10.8.0.1,cdn1,10.4.0.1,GET,/index.html,80,200,286.23,100,True,python-requests/2.31,False
l2_learn,1785385618.2316575,110,corp2,10.7.0.2,isp_gw,10.2.0.1,GET,/large.bin,80,200,661.3,204800,False,Chrome/125,False
l2_learn,1785385619.1586604,111,home2,10.9.0.2,isp_gw,10.2.0.1,GET,/medium.bin,80,200,264.48,51200,False,python-requests/2.31,True
l2_learn,1785385620.3482394,112,mob1,10.8.0.1,root1,10.1.0.1,GET,/small.bin,80,200,294.51,5120,True,curl/8.0,True
l2_learn,1785385624.1168368,113,mob1,10.8.0.1,cdn1,10.4.0.1,GET,/large.bin,80,200,2516.55,204800,False,Mozilla/5.0,False
l2_learn,1785385627.284393,114,home2,10.9.0.2,root1,10.1.0.1,GET,/index.html,80,200,446.01,100,False,Chrome/125,False
l2_learn,1785385629.0854282,115,home2,10.9.0.2,cdn1,10.4.0.1,GET,/small.bin,80,503,555.33,5120,True,python-requests/2.31,False
l2_learn,1785385631.570661,116,corp1,10.7.0.1,origin,10.5.0.1,GET,/small.bin,80,200,1599.97,5120,True,python-requests/2.31,True
l2_learn,1785385637.8380375,117,mob2,10.8.0.2,root1,10.1.0.1,GET,/large.bin,80,200,5312.46,204800,True,python-requests/2.31,False
l2_learn,1785385640.8103592,118,corp2,10.7.0.2,origin,10.5.0.1,POST,/large.bin,80,200,1649.33,204800,True,Mozilla/5.0,True
l2_learn,1785385641.8277316,119,home1,10.9.0.1,isp_gw,10.2.0.1,GET,/medium.bin,80,404,219.16,51200,True,python-requests/2.31,False
l2_learn,1785385645.5828378,120,corp2,10.7.0.2,cdn1,10.4.0.1,POST,/index.html,80,200,2738.57,100,False,Mozilla/5.0,False
l2_learn,1785385646.7808647,121,home2,10.9.0.2,cdn1,10.4.0.1,GET,/index.html,80,200,308.5,100,True,curl/8.0,False
l2_learn,1785385647.432721,122,mob2,10.8.0.2,isp_gw,10.2.0.1,GET,/index.html,80,200,266.12,100,False,python-requests/2.31,False
l2_learn,1785385650.7676446,123,home2,10.9.0.2,cdn1,10.4.0.1,POST,/small.bin,80,200,2105.93,5120,True,Chrome/125,True
l2_learn,1785385652.4883368,124,corp1,10.7.0.1,root1,10.1.0.1,GET,/large.bin,80,200,652.88,204800,True,curl/8.0,True
l2_learn,1785385653.842641,125,home2,10.9.0.2,cdn1,10.4.0.1,GET,/medium.bin,80,200,424.67,51200,False,curl/8.0,False
l2_learn,1785385655.0520444,126,mob2,10.8.0.2,cdn1,10.4.0.1,GET,/small.bin,80,200,349.59,5120,False,curl/8.0,True
l2_learn,1785385656.749251,127,mob2,10.8.0.2,origin,10.5.0.1,GET,/medium.bin,80,200,704.48,51200,True,curl/8.0,False
l2_learn,1785385657.240348,128,corp1,10.7.0.1,cdn1,10.4.0.1,GET,/small.bin,80,200,88.79,5120,True,Chrome/125,True
l2_learn,1785385658.1825593,129,mob1,10.8.0.1,cdn2,10.4.0.2,GET,/medium.bin,80,200,555.98,51200,True,Mozilla/5.0,True
l2_learn,1785385658.898145,130,corp2,10.7.0.2,cdn2,10.4.0.2,GET,/small.bin,80,200,79.52,5120,True,python-requests/2.31,True
l2_learn,1785385659.8088195,131,home1,10.9.0.1,origin,10.5.0.1,GET,/medium.bin,80,200,0.02,51200,True,curl/8.0,False
l2_learn,1785385661.4633253,132,mob2,10.8.0.2,cdn2,10.4.0.2,GET,/index.html,80,200,335.65,100,False,Mozilla/5.0,False
l2_learn,1785385664.694564,133,home1,10.9.0.1,cdn1,10.4.0.1,GET,/index.html,80,404,2814.11,100,False,Chrome/125,False
l2_learn,1785385666.502323,134,mob1,10.8.0.1,origin,10.5.0.1,GET,/medium.bin,80,200,918.14,51200,True,Mozilla/5.0,False
l2_learn,1785385667.1791377,135,home1,10.9.0.1,root1,10.1.0.1,GET,/index.html,80,200,200.93,100,True,Mozilla/5.0,False
l2_learn,1785385668.379526,136,mob1,10.8.0.1,origin,10.5.0.1,GET,/small.bin,80,200,283.37,5120,True,Chrome/125,True
l2_learn,1785385670.9301848,137,mob1,10.8.0.1,isp_gw,10.2.0.1,GET,/large.bin,80,200,1448.06,204800,False,python-requests/2.31,True
l2_learn,1785385672.1166215,138,corp1,10.7.0.1,root1,10.1.0.1,GET,/medium.bin,80,301,290.53,51200,True,python-requests/2.31,True
l2_learn,1785385678.0180523,139,mob2,10.8.0.2,cdn1,10.4.0.1,POST,/medium.bin,80,200,4925.92,51200,False,Mozilla/5.0,True
l2_learn,1785385679.7655642,140,mob1,10.8.0.1,cdn1,10.4.0.1,GET,/large.bin,80,200,1419.47,204800,True,curl/8.0,False
l2_learn,1785385680.754318,141,home2,10.9.0.2,origin,10.5.0.1,GET,/index.html,80,200,243.96,100,True,Mozilla/5.0,False
l2_learn,1785385682.675695,142,mob2,10.8.0.2,origin,10.5.0.1,GET,/index.html,80,200,461.48,100,True,Chrome/125,False
l2_learn,1785385687.0873623,143,home1,10.9.0.1,root1,10.1.0.1,POST,/index.html,80,200,3053.23,100,True,python-requests/2.31,False
l2_learn,1785385689.406535,144,home1,10.9.0.1,origin,10.5.0.1,GET,/large.bin,80,200,1508.43,204800,True,Chrome/125,True
l2_learn,1785385690.284484,145,corp1,10.7.0.1,origin,10.5.0.1,GET,/medium.bin,80,200,448.48,51200,True,curl/8.0,True
l2_learn,1785385692.5490844,146,home2,10.9.0.2,origin,10.5.0.1,GET,/index.html,80,200,1352.12,100,True,curl/8.0,False
l2_learn,1785385693.1332734,147,home2,10.9.0.2,cdn1,10.4.0.1,GET,/small.bin,80,200,187.69,5120,True,curl/8.0,True
l2_learn,1785385697.0097277,148,corp1,10.7.0.1,cdn2,10.4.0.2,POST,/medium.bin,80,200,2751.61,51200,True,python-requests/2.31,True
l2_learn,1785385697.9610033,149,home2,10.9.0.2,root1,10.1.0.1,GET,/index.html,80,200,192.26,100,True,python-requests/2.31,False
l2_learn,1785385701.2581482,150,mob2,10.8.0.2,cdn1,10.4.0.1,POST,/medium.bin,80,200,2437.15,51200,True,Mozilla/5.0,False
l2_learn,1785385702.9299395,151,home1,10.9.0.1,origin,10.5.0.1,GET,/medium.bin,80,200,334.07,51200,True,Chrome/125,True
l2_learn,1785385705.4261143,152,mob2,10.8.0.2,origin,10.5.0.1,GET,/large.bin,80,200,2060.17,204800,False,Chrome/125,True
l2_learn,1785385710.78049,153,corp1,10.7.0.1,root1,10.1.0.1,GET,/small.bin,80,200,4719.23,5120,True,curl/8.0,True
l2_learn,1785385711.780619,154,mob2,10.8.0.2,origin,10.5.0.1,GET,/index.html,80,200,318.5,100,True,Mozilla/5.0,False
l2_learn,1785385712.1849818,155,corp2,10.7.0.2,cdn2,10.4.0.2,GET,/index.html,80,200,82.08,100,True,python-requests/2.31,False
l2_learn,1785385713.4251015,156,home2,10.9.0.2,root1,10.1.0.1,GET,/large.bin,80,200,793.8,204800,True,python-requests/2.31,True
l2_learn,1785385714.5266626,157,mob1,10.8.0.1,root1,10.1.0.1,GET,/large.bin,80,200,0.01,204800,False,python-requests/2.31,True
l2_learn,1785385715.3603854,158,corp1,10.7.0.1,root1,10.1.0.1,GET,/medium.bin,80,200,125.36,51200,True,Mozilla/5.0,True
l2_learn,1785385716.3763978,159,corp1,10.7.0.1,root1,10.1.0.1,GET,/small.bin,80,200,58.74,5120,True,Mozilla/5.0,True
l2_learn,1785385718.0260224,160,mob1,10.8.0.1,cdn1,10.4.0.1,GET,/index.html,80,200,259.91,100,True,Mozilla/5.0,False
l2_learn,1785385719.6352804,161,home2,10.9.0.2,root1,10.1.0.1,GET,/large.bin,80,200,619.47,204800,True,Chrome/125,False
l2_learn,1785385722.35822,162,corp2,10.7.0.2,origin,10.5.0.1,POST,/medium.bin,80,404,1757.92,51200,True,python-requests/2.31,True
l2_learn,1785385723.5447557,163,corp1,10.7.0.1,isp_gw,10.2.0.1,GET,/index.html,80,200,78.11,100,False,python-requests/2.31,False
l2_learn,1785385724.2033918,164,home1,10.9.0.1,root1,10.1.0.1,GET,/small.bin,80,200,175.92,5120,True,python-requests/2.31,True
l2_learn,1785385725.9030874,165,mob2,10.8.0.2,cdn1,10.4.0.1,GET,/small.bin,80,200,326.75,5120,False,curl/8.0,True
l2_learn,1785385726.779472,166,corp1,10.7.0.1,origin,10.5.0.1,GET,/medium.bin,80,200,100.3,51200,False,Chrome/125,True
l2_learn,1785385727.6798463,167,corp1,10.7.0.1,cdn1,10.4.0.1,GET,/medium.bin,80,200,91.84,51200,True,Chrome/125,False
l2_learn,1785385728.2340868,168,corp2,10.7.0.2,origin,10.5.0.1,GET,/medium.bin,80,200,121.35,51200,False,Mozilla/5.0,False
l2_learn,1785385729.602714,169,mob2,10.8.0.2,origin,10.5.0.1,GET,/large.bin,80,200,945.49,204800,True,curl/8.0,False
l2_learn,1785385731.1144044,170,corp1,10.7.0.1,isp_gw,10.2.0.1,GET,/medium.bin,80,200,176.29,51200,False,curl/8.0,False
l2_learn,1785385733.070099,171,corp2,10.7.0.2,cdn1,10.4.0.1,GET,/large.bin,80,200,614.69,204800,False,Mozilla/5.0,False
l2_learn,1785385734.5291834,172,home2,10.9.0.2,cdn2,10.4.0.2,GET,/medium.bin,80,200,719.38,51200,True,curl/8.0,True
l2_learn,1785385735.742796,173,mob2,10.8.0.2,isp_gw,10.2.0.1,GET,/index.html,80,200,268.56,100,True,Mozilla/5.0,False
l2_learn,1785385740.1089492,174,mob1,10.8.0.1,cdn2,10.4.0.2,POST,/large.bin,80,200,3128.37,204800,True,Chrome/125,True
l2_learn,1785385741.067395,175,mob1,10.8.0.1,isp_gw,10.2.0.1,GET,/small.bin,80,200,414.56,5120,True,Mozilla/5.0,True
l2_learn,1785385741.8592243,176,home1,10.9.0.1,origin,10.5.0.1,GET,/medium.bin,80,200,385.86,51200,True,curl/8.0,True
l2_learn,1785385746.2426946,177,corp1,10.7.0.1,cdn1,10.4.0.1,POST,/index.html,80,200,3720.79,100,True,Chrome/125,False
l2_learn,1785385750.4885883,178,mob1,10.8.0.1,origin,10.5.0.1,POST,/index.html,80,200,3135.24,100,True,python-requests/2.31,False
l2_learn,1785385751.5128288,179,home1,10.9.0.1,root1,10.1.0.1,GET,/medium.bin,80,200,398.7,51200,False,curl/8.0,True
l2_learn,1785385752.7120652,180,mob1,10.8.0.1,cdn2,10.4.0.2,GET,/index.html,80,200,301.97,100,True,Mozilla/5.0,False
l2_learn,1785385755.5158727,181,mob2,10.8.0.2,root1,10.1.0.1,POST,/medium.bin,80,200,2295.63,51200,True,python-requests/2.31,False
l2_learn,1785385757.500589,182,home1,10.9.0.1,origin,10.5.0.1,GET,/medium.bin,80,200,362.45,51200,True,curl/8.0,False
l2_learn,1785385759.89662,183,home1,10.9.0.1,cdn2,10.4.0.2,GET,/index.html,80,404,1110.5,100,True,Mozilla/5.0,False
l2_learn,1785385761.2823496,184,mob1,10.8.0.1,isp_gw,10.2.0.1,GET,/index.html,80,200,370.66,100,True,Chrome/125,False
l2_learn,1785385762.089573,185,home1,10.9.0.1,cdn2,10.4.0.2,GET,/large.bin,80,200,485.0,204800,False,python-requests/2.31,False
l2_learn,1785385764.086095,186,corp1,10.7.0.1,cdn1,10.4.0.1,GET,/large.bin,80,200,1327.94,204800,True,Mozilla/5.0,False
l2_learn,1785385765.1563702,187,home1,10.9.0.1,cdn1,10.4.0.1,GET,/index.html,80,200,481.1,100,False,Mozilla/5.0,False
l2_learn,1785385766.424454,188,mob1,10.8.0.1,root1,10.1.0.1,GET,/small.bin,80,200,265.89,5120,False,Chrome/125,False
l2_learn,1785385768.943543,189,home1,10.9.0.1,root1,10.1.0.1,POST,/large.bin,80,200,1797.41,204800,True,Mozilla/5.0,True
l2_learn,1785385770.2260976,190,mob1,10.8.0.1,cdn2,10.4.0.2,GET,/medium.bin,80,200,509.82,51200,True,python-requests/2.31,False
